intervenant,parti,intervention
Bruno Studer,REN,"
Nous soutenons la demande de rapport de M. Ferracci, qui suscite des réactions allant jusqu'à la mise en cause personnelle. "
Nicolas Sansu,GDR,"
Mais non ! "
Bruno Studer,REN,"
Je me demande de plus en plus si le « I » de « LFI » devrait signifier « indigne » plutôt qu'« insoumise ». "
Raquel Garrido,LFI,"
J'ai dit qu'il était proche de Macron, il ne va pas se vexer pour ça ! "
Bruno Studer,REN,"
Monsieur Delaporte, je m'étonne également de votre position. Depuis le début de l'examen du texte, la NUPES cherche à nous empêcher de débattre de la pénibilité, de défendre nos amendements, d'évoquer les propositions d'autres groupes au sujet des carrières longues, de débattre au sujet des apprentis ou encore des travaux d'utilité collective. Au fond, vous essayez de nous empêcher de débattre de justice sociale. C'est assez cohérent. "
Bruno Studer,REN,"
En nous apprêtant à voter l'amendement de M. Ferracci, nous sommes très fiers de rétablir les conditions de l'équilibre à long terme du système de retraite par répartition, au sujet duquel, chers collègues, vous n'avez pas encore répondu. "
Farida Amrani,LFI,"
Vous dites défendre la retraite par répartition, mais en soutenant cet amendement, c'est la retraite par points que vous voulez imposer ! "
Bruno Studer,REN,"
Au fond, c'est la seule question qui vaille : êtes-vous pour ou contre la retraite par répartition ? Répondez donc ! "
Bruno Studer,REN,"
Êtes-vous pour ou contre ? Aucun d'entre vous ne répond ! "
Hélène Laporte,RN,"
La parole est à M. Thierry Benoit. "
Thierry Benoit,HOR,"
Le groupe Horizons et apparentés soutiendra cet amendement. Nous aurions naturellement aimé remettre l'ouvrage sur le métier et reprendre la discussion sur la base du travail effectué il y a trois ans, en proposant une réforme visant à instaurer un régime universel de retraite par points. Nous ne nous en cachons pas. Nos priorités en la matière, que j'ai d'ailleurs évoquées lors des campagnes présidentielle et législative, sont l'extinction des régimes spéciaux de retraite et la convergence des régimes du public et du privé, afin d'aboutir à un régime universel par points.Une telle réforme serait systémique. Pour l'instant, nous en sommes encore à travailler sur les paramètres du système existant – l'âge, les annuités et les trimestres cotisés –, en veillant à corriger les injustices et les iniquités que mettent en lumière nos débats depuis le début de la semaine, notamment en ce qui concerne les carrières longues, les carrières des femmes – surtout celles des mamans –, la pénibilité et les régimes spéciaux. Il existe un régime qui fonctionne à la fois par répartition et par points : le régime complémentaire de retraite Agirc-Arrco, négocié avec les partenaires sociaux. "
Sylvain Maillard,REN,"
Eh oui ! "
Thierry Benoit,HOR,"
Un tel régime présente l'intérêt de pouvoir fixer chaque année la valeur du point avec les partenaires sociaux. "
Bruno Millienne,MODEM,"
Alors là, personne ne dit plus rien ! "
Thierry Benoit,HOR,"
Voilà notre trajectoire, notre objectif : travailler à l'instauration d'un régime universel de retraite par points qui réévaluerait le point chaque année par la négociation avec les partenaires sociaux. C'est pourquoi nous soutenons cet amendement. "
Arnaud Le Gall,LFI,"
Vous voulez dire l'amendement Macron ? "
Hélène Laporte,RN,"
Monsieur Houlié, vos propos sont inacceptables. Vous vous devez de respecter la présidence.Je mets aux voix l'amendement n° 19661 . "
Hélène Laporte,RN,"
Voici le résultat du scrutin :Nombre de votants 288Nombre de suffrages exprimés 287Majorité absolue 144Pour l'adoption 152Contre 135 "
Hélène Laporte,RN,"
La suite de la discussion est renvoyée à la prochaine séance. "
Yaël Braun-Pivet,REN,"
L'ordre du jour appelle la suite de la discussion du projet de loi de financement rectificative de la sécurité sociale pour 2023 (n° 760, 814, 771, 819). "
Yaël Braun-Pivet,REN,"
Ce matin, l'Assemblée a poursuivi l'examen des articles, s'arrêtant à l'article 2. "
Yaël Braun-Pivet,REN,"
Plusieurs orateurs sont inscrits sur l'article.La parole est à Mme Elsa Faucillon. "
Elsa Faucillon,GDR,"
Nous abordons à présent l'article 2, qui pourrait être renommé « l'article écran de fumée »… "
Benjamin Haddad,REN,"
Cela commence bien ! "
Elsa Faucillon,GDR,"
…puisqu'il tente – en vain – de dissimuler l'entreprise à laquelle vous vous livrez avec ce projet de loi : aggraver la précarité des Français en reculant l'âge légal de départ à la retraite de 62 à 64 ans – ce qui revient à leur voler deux ans de vie en bonne santé, deux ans de temps libéré des contraintes de l'emploi.Le constat est criant et vous ne pouvez l'ignorer : faible taux d'emploi des seniors dans notre pays. Face à cela, que nous proposez-vous ? Un index seniors ! Vous voulez obliger les entreprises à publier la part des seniors qu'elles emploient, mais vous ne leur fixez aucune autre contrainte et vous ne prévoyez aucune sanction coercitive en cas de taux faible. Or nous savons que le recul de l'âge légal de départ à la retraite de 60 à 62 ans a déjà fait augmenter le nombre de personnes bénéficiant d'une pension d'invalidité, tout comme le nombre de personnes percevant les principaux minima sociaux. Le recul de l'âge légal de départ à 64 ans aggravera encore un peu plus la précarité avant la retraite, d'autant que vous avez diminué d'un quart la durée d'indemnisation des seniors avec vos réformes successives de l'assurance chômage.La réforme des retraites aura un effet encore plus grave pour les femmes puisque 37 % d'entre elles n'occupent déjà plus d'emploi un an avant la retraite – mais le Gouvernement a expliqué, dans tous les médias, que la réforme visait à améliorer leur situation ! En réalité, vous créez une trappe à pauvreté, au moment même où TotalEnergies vient d'annoncer, il y a deux jours à peine, un bénéfice record de 20 milliards d'euros en 2022.Monsieur le ministre du travail, du plein emploi et de l'insertion, il y a deux mois, aucun des membres de votre gouvernement ne saisissait la réalité des superprofits. Les mégaprofits vous sautent-ils aujourd'hui enfin aux yeux ? "
Yaël Braun-Pivet,REN,"
La parole est à M. David Taupiac. "
David Taupiac,LIOT,"
Monsieur le ministre, votre réforme est injuste et l'article 2 sera inefficace pour maintenir les seniors en emploi jusqu'à 64 ans. Il suffit de consulter les études de la direction de l'animation de la recherche, des études et des statistiques (Dares) et de la direction de la recherche, des études, de l'évaluation et des statistiques (Drees) pour mesurer l'ampleur de l'enjeu. Seulement 35 % des 60-64 ans occupent un emploi et 20 % des 427 000 ruptures conventionnelles individuelles ont concerné les plus de 50 ans en 2020. Ainsi, selon la Drees, 1,4 million de personnes âgées entre 53 et 69 ans ne perçoivent ni revenu d'activité ni pension de retraite.Prolonger de deux ans l'âge du départ légal à la retraite sans avoir obtenu au préalable des résultats tangibles en matière d'emploi des seniors n'est pas responsable compte tenu des conséquences d'une telle mesure. Elle se traduira par une aggravation de la précarité des seniors : après avoir épuisé leurs droits au chômage, réduits par votre précédente réforme, ils seront poussés vers les minima sociaux et devront recourir à d'autres filets de sécurité en attendant d'accéder à leur pension de retraite.Maladie, incapacité, préjugés négatifs des employeurs, manque d'accès à la formation : telles sont les principales raisons qui expliquent le faible taux d'emploi des seniors. Ce n'est donc pas un index aux modalités inconnues qui permettra d'y remédier, mais l'instauration d'un véritable plan pour les seniors, passant par l'amélioration des conditions de travail et l'investissement dans la formation.Vous avez déclaré que des dispositifs consacrés à l'employabilité des seniors seraient annoncés dans un futur projet de loi sur le travail. N'attendez pas de nous un chèque en blanc : des mesures hypothétiques et longues à se concrétiser contre la présente réforme des retraites qui aura un impact immédiat sur les individus, fragilisant davantage une tranche d'âge en grande difficulté d'accès à l'emploi. "
Yaël Braun-Pivet,REN,"
La parole est à M. Marc Ferracci. "
Marc Ferracci,REN,"
L'examen de l'article 2 nous permet d'aborder la question de l'emploi des seniors. L'index qu'il propose constitue, en réalité, l'un des éléments d'une stratégie plus globale destinée à améliorer le taux d'emploi des seniors au cours des prochains mois et des prochaines années. Outre l'index seniors, cette stratégie s'appuie sur plusieurs mesures contenues dans le projet de loi. Je pense, en particulier, au cumul emploi-retraite, rendu plus attractif pour les personnes qui, ayant atteint l'âge de la retraite, souhaitent continuer de travailler en acquérant de nouveaux droits à la retraite. Je pense aussi aux annonces récentes de la Première ministre sur le volet de l'assurance chômage : il serait envisagé de donner un complément de salaire à celles et ceux qui ont du mal à retrouver un emploi au-delà d'un certain âge, en raison de leur précédent salaire. "
Nicolas Sansu,GDR,"
Ah c'est joli ça ! "
Marc Ferracci,REN,"
L'index seniors a, selon moi, deux objectifs. Le premier est de responsabiliser les employeurs à travers la publicité de leurs résultats. "
Nicolas Sansu,GDR,"
Précarisation généralisée ! "
Marc Ferracci,REN,"
Quant aux contraintes qu'il serait loisible d'appliquer aux entreprises, au cœur d'un débat ces derniers jours, le groupe Renaissance a déposé un amendement à l'article afin d'inciter les employeurs à prendre davantage en considération les résultats de l'index et de leur imposer une négociation sociale sur l'emploi des seniors quand les indicateurs ne connaissent pas une progression suffisante. Nous défendrons cette mesure, qui améliore le texte, dans un esprit de coconstruction. "
Nicolas Sansu,GDR,"
Coconstruction du chômage ! "
Marc Ferracci,REN,"
Nous espérons donc que notre amendement sera adopté.Le second objectif de l'index seniors est de faciliter la recherche d'emploi de celles et ceux qui ont dépassé un certain âge en leur permettant de cibler les entreprises qui jouent le jeu de l'emploi des seniors. Il s'agit d'un élément très important, pour lequel, je l'espère, l'index seniors jouera un rôle décisif. "
Yaël Braun-Pivet,REN,"
La parole est à M. Victor Catteau. "
Victor Catteau,RN,"
Quel enfumage que cet article 2 ! "
Benjamin Haddad,REN,"
Mêmes éléments de langage des deux côtés de l'hémicycle ! "
Victor Catteau,RN,"
Vous proposez la création d'un gadget aussi inutile qu'inefficace. Nous sommes désormais habitués à ces outils inopérants que vous nous proposez. Il suffit de penser à l'index de l'égalité professionnelle que vous avez créé en 2018. D'après les propres chiffres du Gouvernement, la parité dans les dix meilleures rémunérations concernait 25 % des entreprises avant la création de l'index et 27 % en 2022, preuve que cet instrument ne fonctionne pas.Le phénomène est identique avec les obligations d'emploi des travailleurs handicapés. Alors qu'il existe des sanctions financières, selon la Dares, seules 29 % des entreprises respectent leurs obligations. Pire encore, toujours selon la Dares, 31 % des entreprises n'embauchent aucun salarié handicapé.Le comble avec l'index seniors est que les sanctions prévues par l'article 2 s'appliqueraient non pas aux entreprises qui ont de mauvais résultats, mais seulement à celles qui ne les publieraient pas. Quelle hypocrisie ! Si vous souhaitiez vraiment agir dans l'intérêt des seniors, vous leur auriez apporté une véritable protection en les faisant bénéficier d'un statut de salarié protégé, comme nous le proposions. Cette mesure était simple, concrète et ne coûtait rien ; elle était applicable immédiatement et aurait permis aux seniors de bénéficier d'un statut protecteur en cas de licenciement. Mais vous avez décidé de rejeter l'amendement que nous avons déposé en ce sens, au prétexte qu'il constituait un cavalier budgétaire.Pour toutes ces raisons, le groupe Rassemblement national n'a d'autre choix que de s'opposer à l'index seniors et à l'article 2. "
